Job Title,Description Link,Company Name,Location,Experience ,Education Qualification,Year,Deadline,Date Posted,Source,location,desc,Company name,Deadline ,Job Type,Salary Amount
office assistant,https://jobs.bdjobs.com/jobdetails.asp?id=1132338&fcatId=-1&ln=1,Paradise International,Banani,At least 3 year(s),SSC,2023,,,BD Jobs,,,,,,
music teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1131913&fcatId=-1&ln=1,Haileybury Bhaluka,Bhaluka,At least 3 year(s),Master of Arts (MA) in Music,2023,,,BD Jobs,,,,,,
asstt. admin officer,https://jobs.bdjobs.com/jobdetails.asp?id=1129993&fcatId=-1&ln=1,Paradise International,Banani,At least 3 year(s),SSC,2023,,,BD Jobs,,,,,,
assistant manager - accounts,https://jobs.bdjobs.com/jobdetails.asp?id=1132561&fcatId=-1&ln=1,A Leading Textile Group Of Industries,Dhaka,5 to 10 year(s),Master of Commerce (MCom) in Accounting,2023,,,BD Jobs,,,,,,
executive - pmd (ophthalmic),https://jobs.bdjobs.com/jobdetails.asp?id=1132559&fcatId=-1&ln=1,Pacific Pharmaceuticals Ltd.,Dhaka,3 to 5 year(s),The incumbent should be M. Pharm from any reputed University.,2023,,,BD Jobs,,,,,,
physical education teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1131916&fcatId=-1&ln=1,Haileybury Bhaluka,Bhaluka,At least 3 year(s),Bachelor of Physical Education (BPEd),2023,,,BD Jobs,,,,,,
sr. manager/ agm - sustainability,https://jobs.bdjobs.com/jobdetails.asp?id=1132560&fcatId=-1&ln=1,Fci (Bd) Ltd.,Chittagong Epz,At least 10 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
????? ????? ????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132556&fcatId=-1&ln=2,Nasreen Zamir And Associates,????????,Na,Unknown,2023,,,BD Jobs,,,,,,
"manager/ sr. manager, business development (brac enterprises)",https://jobs.bdjobs.com/jobdetails.asp?id=1132373&fcatId=-1&ln=1,Brac Enterprises,Dhaka,At least 3 year(s),The candidate should have Bachelors/ Masters in any discipline with minimum 2nd class/ division or ...,2023,,,BD Jobs,,,,,,
science teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1131920&fcatId=-1&ln=1,Haileybury Bhaluka,Bhaluka,At least 3 year(s),Master of Science (MSc) in Science,2023,,,BD Jobs,,,,,,
housemaster (deputy head pastoral),https://jobs.bdjobs.com/jobdetails.asp?id=1131924&fcatId=-1&ln=1,Haileybury Bhaluka,Bhaluka,At least 3 year(s),Master of Education (M.Ed) in Arts,2023,,,BD Jobs,,,,,,
accounts & tax associate,https://jobs.bdjobs.com/jobdetails.asp?id=1132558&fcatId=-1&ln=1,A Well Reputed Accountancy Firm,Anywhere in Bangladesh,At least 2 year(s),Graduates from any UK Universities with UK Accounting Knowledge will be given priority.,2023,,,BD Jobs,,,,,,
project engineer/ asst. project engineer (civil),https://jobs.bdjobs.com/jobdetails.asp?id=1132557&fcatId=-1&ln=1,Bd Interior,Anywhere in Bangladesh,1 to 5 year(s),Bachelor in Engineering (BEngg) in Civil Engineering,2023,,,BD Jobs,,,,,,
senior executive / executive - supply chain,https://jobs.bdjobs.com/jobdetails.asp?id=1132191&fcatId=-1&ln=1,M. M. Ispahani Limited,Chattogram,2 to 5 year(s),Master of Science (MSc),2023,,,BD Jobs,,,,,,
authorized representative (trader),https://jobs.bdjobs.com/jobdetails.asp?id=1131011&fcatId=-1&ln=1,Bluechip Securities Ltd.,Anywhere in Bangladesh,At least 5 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
principle scientific officer/ scientific officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132237&fcatId=-1&ln=1,Ispahani Agro Limited,Anywhere in Bangladesh,4 to 7 year(s),"Master of Science (MSc) in ""Entomology"" or ""Plant Pathology"" from reputed public agricultural ...",2023,,,BD Jobs,,,,,,
diploma veterinary  officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132090&fcatId=-1&ln=1,Ustar Agro Solution Ltd,Anywhere in Bangladesh,At least 5 year(s),Diploma in Livestock in Veterinary Science,2023,,,BD Jobs,,,,,,
financial analyst,https://jobs.bdjobs.com/jobdetails.asp?id=1132493&fcatId=-1&ln=1,Kenpark Bangladesh Apparel (Pvt) Ltd,Chittagong Epz,1 to 3 year(s),Master of Business Administration (MBA) in Finance & Banking,2023,,,BD Jobs,,,,,,
lead architect - retail store design & development,https://jobs.bdjobs.com/jobdetails.asp?id=1132552&fcatId=-1&ln=1,Apex Footwear Limited,Gulshan,8 to 12 year(s),Bachelor of Architecture (B.Arch),2023,,,BD Jobs,,,,,,
dgm/ gm - production (spinning mills),https://jobs.bdjobs.com/jobdetails.asp?id=1132548&fcatId=-1&ln=1,Jamuna High Tech Spinning Mills Ltd. (Jamuna Group),Habiganj,At least 15 year(s),B.Sc/ M.Sc in Textile Engineering from any reputed Public University.,2023,,,BD Jobs,,,,,,
agm - dyeing,https://jobs.bdjobs.com/jobdetails.asp?id=1132531&fcatId=-1&ln=1,A Leading Knit Dyeing Textile Mill,Savar,8 to 12 year(s),B.Sc in Textile Engineering(Wet Processing) from any reputed university,2023,,,BD Jobs,,,,,,
online marketing executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132546&fcatId=-1&ln=3,Moontex Weaving Mills,Dhaka,Na,"SSC, HSC, Diploma in Business Studies, Bachelor of Business Administration (BBA)",2023,,,BD Jobs,,,,,,
deputy manager/ manager - production planning & control,https://jobs.bdjobs.com/jobdetails.asp?id=1132529&fcatId=-1&ln=1,Cosmopolitan Industries Private Limited,Savar,At least 3 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
??????????? ?????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132547&fcatId=-1&ln=2,Savanna Agro Limited,?????????? ?????? ??????,Na,?????????? ????????,2023,,,BD Jobs,,,,,,
????????? ???/ ??? ???,https://jobs.bdjobs.com/jobdetails.asp?id=1132545&fcatId=-1&ln=2,Savanna Agro Limited,?????????? ?????? ??????,Na,??????,2023,,,BD Jobs,,,,,,
business development partner,https://jobs.bdjobs.com/jobdetails.asp?id=1132432&fcatId=-1&ln=1,Jintaida Bangladesh (A Jv Of Xolaren Bangladesh And Jintaida Int.),Anywhere in Bangladesh,2 to 4 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
sales engineer - card clothing (spinning mills),https://jobs.bdjobs.com/jobdetails.asp?id=1130502&fcatId=-1&ln=1,Euro Group,Dhaka,4 to 6 year(s),Bachelor of Science (BSc) in Textiles Engineer,2023,,,BD Jobs,,,,,,
"executive, engineering",https://jobs.bdjobs.com/jobdetails.asp?id=1132498&fcatId=-1&ln=1,Aci Healthcare Limited,Sonargaon,2 to 4 year(s),Bachelor of Science (BSc) in Mechanical Engineering,2023,,,BD Jobs,,,,,,
assistant manager  - gpq (fabric quality),https://jobs.bdjobs.com/jobdetails.asp?id=1132524&fcatId=-1&ln=1,Fakir Fashion Ltd.,Narayanganj,6 to 8 year(s),B.Sc in Textile,2023,,,BD Jobs,,,,,,
"senior engineer, mechanical",https://jobs.bdjobs.com/jobdetails.asp?id=1132538&fcatId=-1&ln=1,Bsrm Group Of Companies,Mirsharai,5 to 7 year(s),B.Sc in Mechanical Engineering from any reputed public or private university.,2023,,,BD Jobs,,,,,,
accounts manager / asstt accounts manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132536&fcatId=-1&ln=1,A Well Reputed Thai & Chinese Chain Restaurant Company,Dhaka,5 to 7 year(s),Minimum M. Com in Accounting with B. Com and CACC will be added advantage.,2023,,,BD Jobs,,,,,,
restaurant manager/asstt manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132533&fcatId=-1&ln=1,A Well Reputed Thai & Chinese Chain Restaurant Company,Dhaka,Na,Minimum bachelor degree in any discipline.,2023,,,BD Jobs,,,,,,
assistant manager - core it network (factory complex),https://jobs.bdjobs.com/jobdetails.asp?id=1132167&fcatId=-1&ln=1,Meghna Group Of Industries.,Narayanganj,At least 4 year(s),B.Sc in any Engineering Background,2023,,,BD Jobs,,,,,,
"associate officer, mis",https://jobs.bdjobs.com/jobdetails.asp?id=1132522&fcatId=-1&ln=1,Ayesha Abed Foundation,"Jamalpur, Jamalpur Sadar",Na,A Graduate (preferably B.Sc or Diploma in Computer Science/ CSE) from any reputed university,2023,,,BD Jobs,,,,,,
it service engineer (technical support),https://jobs.bdjobs.com/jobdetails.asp?id=1132437&fcatId=-1&ln=1,Quick Star,Dhanmondi,2 to 4 year(s),8 Pass,2023,,,BD Jobs,,,,,,
planning engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132379&fcatId=-1&ln=1,Ihi-Smcc-Jv,Tangail,At least 3 year(s),Bachelor in Engineering (BEngg) in Civil Engineering,2023,,,BD Jobs,,,,,,
"senior project officer (hygiene promotion), wash, hcmp (re-advertisement)",https://jobs.bdjobs.com/jobdetails.asp?id=1132526&fcatId=-1&ln=1,Brac.,Ukhia,At least 2 year(s),"Masters or equivalent in Public Health, Nutrition, Social science and relevant subject from any ...",2023,,,BD Jobs,,,,,,
???????,https://jobs.bdjobs.com/jobdetails.asp?id=1132521&fcatId=-1&ln=2,Al Hekmah International School,?????????,Na,????? ?????? ???,2023,,,BD Jobs,,,,,,
????,https://jobs.bdjobs.com/jobdetails.asp?id=1132523&fcatId=-1&ln=2,Al Hekmah International School,?????????,Na,????? ?????? ???,2023,,,BD Jobs,,,,,,
office manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132514&fcatId=-1&ln=1,Ace Consultants Ltd.,Dhaka,At least 2 year(s),Bachelor of Arts (BA),2023,,,BD Jobs,,,,,,
?????,https://jobs.bdjobs.com/jobdetails.asp?id=1132292&fcatId=-1&ln=2,Al Hekmah International School,?????????,Na,????? ?????? ???,2023,,,BD Jobs,,,,,,
"senior executive - formulation development, r&d",https://jobs.bdjobs.com/jobdetails.asp?id=1132518&fcatId=-1&ln=1,Dbl Pharmaceuticals Ltd. (A Concern Of Dbl Group),Gazipur,At least 4 year(s),M. Pharm/ B. Pharm from reputed University.,2023,,,BD Jobs,,,,,,
sr. merchandiser (activewear/ sportwear),https://jobs.bdjobs.com/jobdetails.asp?id=1131054&fcatId=-1&ln=1,Kross Sportswear Limited,Anywhere in Bangladesh,At least 7 year(s),Masters degree in any discipline,2023,,,BD Jobs,,,,,,
area manager (footwear),https://jobs.bdjobs.com/jobdetails.asp?id=1131032&fcatId=-1&ln=3,Kross Sportswear Limited,Anywhere in Bangladesh,At least 5 year(s),Masters degree in any discipline,2023,,,BD Jobs,,,,,,
manager/ senior manager - gpq (fabric quality),https://jobs.bdjobs.com/jobdetails.asp?id=1132512&fcatId=-1&ln=1,Fakir Fashion Ltd.,Narayanganj,10 to 12 year(s),B.Sc in Textile,2023,,,BD Jobs,,,,,,
physiotherapist (rehabilitation officer cum team focal),https://jobs.bdjobs.com/jobdetails.asp?id=1132446&fcatId=-1&ln=1,Centre For Disability In Development (Cdd),Ukhia,Na,BSc in Physiotherapy from a reputed institution,2023,,,BD Jobs,,,,,,
head of civil construction team (sr. manager/agm),https://jobs.bdjobs.com/jobdetails.asp?id=1132504&fcatId=-1&ln=1,Kiam Metal Industries Limited,Mirsharai,At least 15 year(s),M.Sc./B.Sc. in Civil Engineering from any reputed University.,2023,,,BD Jobs,,,,,,
manager (construction),https://jobs.bdjobs.com/jobdetails.asp?id=1132515&fcatId=-1&ln=1,Police Trust Construction & Development,Anywhere in Bangladesh,At least 7 year(s),Bachelor of Science (BSc) in Civil Engineering From BUET/CUET/KUET/RUET,2023,,,BD Jobs,,,,,,
sub-assistant engineer civil,https://jobs.bdjobs.com/jobdetails.asp?id=1132510&fcatId=-1&ln=1,Kiam Metal Industries Limited,Mirsharai,At least 5 year(s),Diploma in Civil Engineering from a reputed institute.,2023,,,BD Jobs,,,,,,
associate consultant,https://jobs.bdjobs.com/jobdetails.asp?id=1132158&fcatId=-1&ln=1,Groyyo Bangladesh Pvt Ltd,Anywhere in Bangladesh,2 to 5 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
sales officer (so),https://jobs.bdjobs.com/jobdetails.asp?id=1132511&fcatId=-1&ln=1,Fu-Wang Foods Ltd,Dhaka,2 to 3 year(s),HSC,2023,,,BD Jobs,,,,,,
??? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1132487&fcatId=-1&ln=2,Disappointment Socio-Economic Development Organization (Dsdo),?????????,2 to 3 year(s),???.??.??/?????? ????,2023,,,BD Jobs,,,,,,
deputy manager - hr & admin,https://jobs.bdjobs.com/jobdetails.asp?id=1132505&fcatId=-1&ln=1,Fu-Wang Foods Ltd,Gazipur,At least 5 year(s),Masters in any discipline/MBA in HRM.,2023,,,BD Jobs,,,,,,
officer/ senior officer - accessories commercial,https://jobs.bdjobs.com/jobdetails.asp?id=1132027&fcatId=-1&ln=1,Talha Group (A Strategic Alliance With Noman Group),Gulshan,1 to 4 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
telemedicine call center/ customer care associate,https://jobs.bdjobs.com/jobdetails.asp?id=1132374&fcatId=-1&ln=1,Rangpur Community Medical College Hospital,Rangpur,At least 1 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
data entry operator (erp entry),https://jobs.bdjobs.com/jobdetails.asp?id=1132502&fcatId=-1&ln=1,A Reputed Garments & Textile Group,Narayanganj,0 to 1 year(s),Diploma in Computer,2023,,,BD Jobs,,,,,,
"project officer- technical trainer (primary health care), food security, skills and livelihood, hcmp",https://jobs.bdjobs.com/jobdetails.asp?id=1132298&fcatId=-1&ln=1,Brac.,"Teknaf, Ukhia",At least 2 year(s),Diploma in medical technology/ nursing/ health care/ certified trainer for relevant trade  from any ...,2023,,,BD Jobs,,,,,,
nurse,https://jobs.bdjobs.com/jobdetails.asp?id=1132501&fcatId=-1&ln=3,Azmol Physiotherapy And Rehabilitation Center,Anywhere in Bangladesh,0 to 1 year(s),Diploma in Nursing or,2023,,,BD Jobs,,,,,,
office executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132497&fcatId=-1&ln=1,A Reputed Manpower Company,Banani,Na,Masters/MBA from any University (any discipline).,2023,,,BD Jobs,,,,,,
executive - erp,https://jobs.bdjobs.com/jobdetails.asp?id=1132496&fcatId=-1&ln=1,Fakir Apparels Ltd.,Narayanganj,1 to 3 year(s),Bachelor of Science (BSc) in CSE,2023,,,BD Jobs,,,,,,
????????? ?????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132484&fcatId=-1&ln=2,Disappointment Socio-Economic Development Organization (Dsdo),?????????,2 to 3 year(s),???.??.??/ ?????? ????,2023,,,BD Jobs,,,,,,
???? ?????????? / ????? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1132480&fcatId=-1&ln=2,Disappointment Socio-Economic Development Organization (Dsdo),?????????,2 to 3 year(s),??????/????????? ????,2023,,,BD Jobs,,,,,,
????????? - ????? ? ??????? ????? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1132485&fcatId=-1&ln=2,Disappointment Socio-Economic Development Organization (Dsdo),?????????,Na,??.??.??/???.??.?? ????,2023,,,BD Jobs,,,,,,
????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132490&fcatId=-1&ln=2,Disappointment Socio-Economic Development Organization (Dsdo),?????????,Na,????? ?????? ????,2023,,,BD Jobs,,,,,,
????????? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1132494&fcatId=-1&ln=2,Disappointment Socio-Economic Development Organization (Dsdo),?????????,Na,????? ?????? ????,2023,,,BD Jobs,,,,,,
????/ ???,https://jobs.bdjobs.com/jobdetails.asp?id=1132492&fcatId=-1&ln=2,Disappointment Socio-Economic Development Organization (Dsdo),?????????,Na,????? ?????? ????,2023,,,BD Jobs,,,,,,
executive - ict,https://jobs.bdjobs.com/jobdetails.asp?id=1132470&fcatId=-1&ln=1,Fakir Apparels Ltd.,Narayanganj,1 to 3 year(s),Bachelor of Science (BSc) in CSE,2023,,,BD Jobs,,,,,,
specialist - internal medicine,https://jobs.bdjobs.com/jobdetails.asp?id=1132483&fcatId=-1&ln=1,Evercare Hospital Dhaka,Dhaka,0 to 3 year(s),FCPS / MD in Medicine,2023,,,BD Jobs,,,,,,
executive/ sr. executive (chairman`s secretariat),https://jobs.bdjobs.com/jobdetails.asp?id=1132477&fcatId=-1&ln=1,Nitol Motors Limited,Dhaka,3 to 5 year(s),Master`s degree in English/ MBA from a reputed public or private university;,2023,,,BD Jobs,,,,,,
"coordinator-dyeing & knitting [yarn & chemical], supply chain management",https://jobs.bdjobs.com/jobdetails.asp?id=1132464&fcatId=-1&ln=1,Fci (Bd) Ltd.,Chattogram,1 to 2 year(s),Bachelor of Science (BSc) in Yarn Manufacturing,2023,,,BD Jobs,,,,,,
admin officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132478&fcatId=-1&ln=1,Omor Plaza,Rajshahi,At least 2 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
"executive, sales & marketing (spinning)",https://jobs.bdjobs.com/jobdetails.asp?id=1132479&fcatId=-1&ln=1,Viyellatex Spinning Ltd,Dhaka,3 to 5 year(s),Bachelors/ Masters in Business Administration or Commerce,2023,,,BD Jobs,,,,,,
batch in-charge,https://jobs.bdjobs.com/jobdetails.asp?id=1132465&fcatId=-1&ln=1,"Interstoff Apparels Limited, Chandra Kaliakoir, Gazipur.",Gazipur,8 to 10 year(s),Graduation,2023,,,BD Jobs,,,,,,
housekeeping supervisor,https://jobs.bdjobs.com/jobdetails.asp?id=1132466&fcatId=-1&ln=1,House 10,Dhaka,3 to 5 year(s),Diploma in Hotel Management,2023,,,BD Jobs,,,,,,
?????? ???????,https://jobs.bdjobs.com/jobdetails.asp?id=1132472&fcatId=-1&ln=2,??????,?????,Na,Masters degree in any discipline,2023,,,BD Jobs,,,,,,
deputy manager /asst. manager - business development,https://jobs.bdjobs.com/jobdetails.asp?id=1132427&fcatId=-1&ln=1,Freshco Distribution,Anywhere in Bangladesh,At least 5 year(s),Bachelor of Business Studies (BBS),2023,,,BD Jobs,,,,,,
manager - business development,https://jobs.bdjobs.com/jobdetails.asp?id=1132423&fcatId=-1&ln=1,Freshco Distribution,Anywhere in Bangladesh,At least 5 year(s),Bachelor of Business Studies (BBS),2023,,,BD Jobs,,,,,,
sample manager (jacket),https://jobs.bdjobs.com/jobdetails.asp?id=1131038&fcatId=-1&ln=1,Dong Bang Facilities (Bd) Ltd.,Savar,8 to 10 year(s),Bachelor of Science (BSc) in Textile Engineering,2023,,,BD Jobs,,,,,,
executive - fabric planning,https://jobs.bdjobs.com/jobdetails.asp?id=1132259&fcatId=-1&ln=1,"Interstoff Apparels Limited, Chandra Kaliakoir, Gazipur.",Gazipur,2 to 3 year(s),B. Sc in Textile/IPE from any Textile Institute or M. Sc from any reputed University,2023,,,BD Jobs,,,,,,
apm (woven garment),https://jobs.bdjobs.com/jobdetails.asp?id=1132461&fcatId=-1&ln=1,Youngone Group - Chittagong,Chattogram,At least 8 year(s),Masters in any discipline / B.Sc in Engineering,2023,,,BD Jobs,,,,,,
planning - intern,https://jobs.bdjobs.com/jobdetails.asp?id=1132456&fcatId=-1&ln=1,Mas Intimates Bangladesh (Pvt.) Ltd.,Chattogram,Na,Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
telemarketing executive (night shift),https://jobs.bdjobs.com/jobdetails.asp?id=1132455&fcatId=-1&ln=1,Synergy Business Solution,Dhaka,At least 1 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
front desk executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132453&fcatId=-1&ln=1,Capita Group,Banani,At least 1 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
"section head - safety & security, bogcl",https://jobs.bdjobs.com/jobdetails.asp?id=1132444&fcatId=-1&ln=1,Bashundhara Group,South Keraniganj,At least 5 year(s),Bachelor/ Master degree in any discipline from any reputed university,2023,,,BD Jobs,,,,,,
sr. admin executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132443&fcatId=-1&ln=1,Bangabandhu Memorial Hospital,Chattogram,4 to 5 year(s),Post-Graduation/Graduation in any discipline.,2023,,,BD Jobs,,,,,,
agm - civil engineering,https://jobs.bdjobs.com/jobdetails.asp?id=1132439&fcatId=-1&ln=1,A Reputed Garments Group Of Companies,Dhaka,10 to 14 year(s),Bachelor of Science (BSc) in Civil Engineering,2023,,,BD Jobs,,,,,,
"zonal manager, sales (north-east zone of bangladesh)",https://jobs.bdjobs.com/jobdetails.asp?id=1132438&fcatId=-1&ln=1,Japfa Comfeed Bangladesh Pte Ltd,Anywhere in Bangladesh,At least 14 year(s),DVM or Master Degree,2023,,,BD Jobs,,,,,,
deputy executive engineer/ project engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132380&fcatId=-1&ln=1,Sheltech (Pvt)Ltd,Anywhere in Bangladesh,15 to 20 year(s),B.Sc. in Civil Engineering,2023,,,BD Jobs,,,,,,
deputy chief engineer/ senior assistant chief engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132381&fcatId=-1&ln=1,Sheltech (Pvt)Ltd,Anywhere in Bangladesh,4 to 12 year(s),B.Sc./Diploma in Electrical Engineering,2023,,,BD Jobs,,,,,,
senior programmer (php oop),https://jobs.bdjobs.com/jobdetails.asp?id=1130236&fcatId=-1&ln=1,Cellstore Software,Anywhere in Bangladesh,At least 5 year(s),Bachelor of Science (BSc) in in CSE,2023,,,BD Jobs,,,,,,
senior product executive (sbmd),https://jobs.bdjobs.com/jobdetails.asp?id=1132371&fcatId=-1&ln=1,General Pharmaceuticals Ltd.,Dhaka,3 to 5 year(s),B. Pharm/M. Pharm from any reputed Public and Private University.,2023,,,BD Jobs,,,,,,
front desk executive,https://jobs.bdjobs.com/jobdetails.asp?id=1131455&fcatId=-1&ln=1,Uddyan Group,Khilkhet,1 to 2 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
executive/sr. executive regulatory affairs,https://jobs.bdjobs.com/jobdetails.asp?id=1132428&fcatId=-1&ln=1,General Pharmaceuticals Ltd.,Dhaka,2 to 5 year(s),B. Pharm/M. Pharm from any reputed Public and Private University.,2023,,,BD Jobs,,,,,,
senior manager/manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132383&fcatId=-1&ln=1,Sheltech (Pvt)Ltd,Anywhere in Bangladesh,8 to 12 year(s),MBA /Masters in Marketing/Post Graduation any relevant subject.,2023,,,BD Jobs,,,,,,
"executive/ sr. executive, erp",https://jobs.bdjobs.com/jobdetails.asp?id=1132368&fcatId=-1&ln=1,General Pharmaceuticals Ltd.,Dhaka,2 to 5 year(s),Graduation in Computer Science,2023,,,BD Jobs,,,,,,
"executive, business development",https://jobs.bdjobs.com/jobdetails.asp?id=1129872&fcatId=-1&ln=1,Pendulum Motion,Dhaka,Na,Bachelor of Business Administration (BBA) in Marketing,2023,,,BD Jobs,,,,,,
